,Reseñas,Target,Texto procesado
2109,sofocar,0,sofoc
2110,asfixiante,0,asfixi
2111,estigma,0,estigm
2112,estigmatizar,0,estigmatiz
2113,picadura,0,picadur
2114,escozor,0,escozor
2115,punzante,0,punzant
2116,tacaño,0,tacañ
2117,apesta,0,apest
2118,secuaz,0,secuaz
2119,títeres,0,titer
2120,Tormentoso,0,torment
2121,presión,0,presion
2122,tirante,0,tirant
2123,desconocido,0,desconoc
2124,estrangular,0,estrangul
2125,estrés,0,estres
2126,destaca,0,destac
2127,estricto,0,estrict
2128,Huelga,0,huelg
2129,riguroso,0,rigur
2130,puntal,0,puntal
2131,testarudez,0,testarudez
2132,atascado,0,atasc
2133,tropezón,0,tropezon
2134,tropezó,0,tropez
2135,tropiezos,0,tropiez
2136,tocón,0,tocon
2137,estupidez,0,estupidez
2138,estupor,0,estupor
2139,tartamudear,0,tartamud
2140,tartamudeó,0,tartamude
2141,orzuelo,0,orzuel
2142,bloqueado,0,bloqu
2143,sometido,0,somet
2144,sujeción,0,sujecion
2145,subyugar,0,subyug
2146,sumiso,0,sumis
2147,subordinar,0,subordin
2148,citación,0,citacion
2149,sustraer,0,sustr
2150,subversión,0,subversion
2151,subversivo,0,subvers
2152,subvertir,0,subvert
2153,sucumbir,0,sucumb
2154,chupar,0,chup
2155,ventosa,0,ventos
2156,demandar,0,demand
2157,sufrir,0,sufr
2158,sufrimiento,0,sufrimient
2159,endulzar,0,endulz
2160,recubierto,0,recubiert
2161,azúcar,0,azuc
2162,suicida,0,suic
2163,suicidio,0,suicidi
2164,mohíno,0,mohin
2165,hosco,0,hosc
2166,superfluo,0,superflu
2167,superstición,0,supersticion
2168,supersticioso,0,superstici
2169,supresión,0,supresion
2170,Rendición,0,rendicion
2171,susceptible,0,suscept
2172,suspicaz,0,suspicaz
2173,pavonearse,0,pavon
2174,sudoroso,0,sudor
2175,hinchazón,0,hinchazon
2176,síntoma,0,sintom
2177,síndrome,0,sindrom
2178,tabú,0,tabu
2179,manosear,0,manos
2180,tanque,0,tanqu
2181,berrinche,0,berrinch
2182,deslustre,0,deslustr
2183,empañado,0,empañ
2184,desfloración,0,desflor
2185,andrajoso,0,andraj
2186,pulla,0,pull
2187,cursi,0,cursi
2188,tedioso,0,tedios
2189,tediosamente,0,tedi
2190,templar,0,templ
2191,tempestad,0,tempest
2192,tentación,0,tentacion
2193,sensibilidad,0,sensibil
2194,tensión,0,tension
2195,tentativo,0,tentat
2196,tenue,0,tenu
2197,tenuemente,0,tenuement
2198,terror,0,terror
2199,terror-genico,0,terror-gen
2200,aterrorizar,0,aterroriz
2201,sed,0,sed
2202,irreflexivamente,0,irreflex
2203,irreflexión,0,irreflexion
2204,piernas,0,piern
2205,grupo,0,grup
2206,tres,0,tres
2207,palpitar,0,palpit
2208,acelerador,0,aceler
2209,pulgar,0,pulg
2210,pulgares,0,pulgar
2211,encogidamente,0,encogid
2212,minúsculo,0,minuscul
2213,hormigueo,0,hormigue
2214,Peaje,0,peaj
2215,arriba,0,arrib
2216,atormentado,0,atorment
2217,torrente,0,torrent
2218,tortura,0,tortur
2219,totalitario,0,totalitari
2220,tenacidad,0,tenac
2221,revendedor,0,revendedor
2222,revendido,0,revend
2223,tóxico,0,toxic
2224,tragedia,0,tragedi
2225,trágico,0,tragic
2226,traicionero,0,traicioner
2227,vagabundo,0,vagabund
2228,pisotear,0,pisot
2229,transgredir,0,transgred
2230,transgresión,0,transgresion
2231,calidad,0,calid
2232,trauma,0,traum
2233,traumático,0,traumat
2234,traumatizar,0,traumatiz
2235,bureado,0,bur
2236,astucia,0,astuci
2237,trivial,0,trivial
2238,trivializar,0,trivializ
2239,tumultuoso,0,tumultu
2240,turbulento,0,turbulent
2241,giro,0,gir
2242,dos,0,dos
2243,tiránico,0,tiran
2244,feo,0,feo
2245,fealdad,0,feald
2246,ulterior,0,ulterior
2247,ultimátum,0,ultimatum
2248,ultra,0,ultra
2249,visible,0,visibl
2250,inaceptable,0,inacept
2251,inaccesible,0,inacces
2252,acostumbrado,0,acostumbr
2253,inalcanzable,0,inalcanz
2254,inasequible,0,inasequ
2255,atractivo,0,atract
2256,auténtico,0,autent
2257,indisponible,0,indispon
2258,inaguantable,0,inaguant
2259,incierto,0,inciert
2260,incivilizado,0,inciviliz
2261,claro,0,clar
2262,incobrable,0,incobr
2263,competitivo,0,competit
2264,inconformado,0,inconform
2265,inconstitucional,0,inconstitucional
2266,control,0,control
2267,convincente,0,convincent
2268,tosco,0,tosc
2269,creativo,0,creativ
2270,indefinido,0,indefin
2271,confianza,0,confianz
2272,confiable,0,confiabl
2273,vender,0,vend
2274,menor,0,menor
2275,precio,0,preci
2276,socavando,0,socav
2277,desvalido,0,desval
2278,subestimar,0,subestim
2279,poder,0,pod
2280,sietemesino,0,sietemesin
2281,indeseable,0,indes
2282,disolver,0,disolv
2283,indocumentado,0,indocument
2284,indebido,0,indeb
2285,antieconómico,0,antieconom
2286,desigual,0,desigual
2287,ético,0,etic
2288,acontecimientos,0,acontec
2289,notables,0,notabl
2290,inesperado,0,inesper
2291,desfavorable,0,desfavor
2292,inconcluso,0,inconclus
2293,impropio,0,impropi
2294,imprevisto,0,imprevist
2295,fondos,0,fond
2296,ingobernable,0,ingobern
2297,desagradecido,0,desagradec
2298,infelizmente,0,infeliz
2299,infelicidad,0,infel
2300,insalubre,0,insalubr
2301,imaginable,0,imagin
2302,inimaginablemente,0,inimagin
2303,importancia,0,import
2304,seguro,0,segur
2305,ininteligible,0,inintelig
2306,unipolar,0,unipol
2307,injustificable,0,injustific
2308,cruelmente,0,cruelment
2309,desatraillar,0,desatraill
2310,impasible,0,impas
2311,antinatural,0,antinatural
2312,desapercibido,0,desapercib
2313,heterodoxo,0,heterodox
2314,heterodoxia,0,heterodoxi
2315,impopular,0,impopul
2316,impredecible,0,impredec
2317,desprevenido,0,despreven
2318,improductivo,0,improduct
2319,probado,0,prob
2320,desaprueba,0,desaprueb
2321,cualificado,0,cualific
2322,desenmarañar,0,desenmarañ
2323,desenredado,0,desenred
2324,ilegible,0,ileg
2325,realista,0,realist
2326,irrazonable,0,irrazon
2327,fiabilidad,0,fiabil
2328,fidedigno,0,fidedign
2329,revoltoso,0,revolt
2330,capacitado,0,capacit
2331,sofisticado,0,sofistic
2332,indecible,0,indec
2333,especificar,0,especific
2334,éxito,0,exit
2335,admitido,0,admit
2336,insolidario,0,insolidari
2337,nada,0,nad
2338,insostenible,0,insosten
2339,impensable,0,impens
2340,prematuro,0,prematur
2341,intacto,0,intact
2342,inutilizable,0,inutiliz
2343,extraordinariamente,0,extraordinari
2344,deseado,0,des
2345,ver,0,ver
2346,indispuesto,0,indispuest
2347,renuencia,0,renuenci
2348,impracticable,0,impractic
2349,convulsión,0,convulsion
2350,levantamiento,0,levant
2351,desarraigar,0,desarraig
2352,urgente,0,urgent
2353,usurpar,0,usurp
2354,absolutamente,0,absolut
2355,vaguedad,0,vagued
2356,vano,0,van
2357,vanidad,0,vanid
2358,vehemente,0,vehement
2359,respiradero,0,respirader
2360,vestigios,0,vestigi
2361,vejar,0,vej
2362,vejación,0,vejacion
2363,vibrar,0,vibr
2364,vibrante,0,vibrant
2365,vicio,0,vici
2366,vicioso,0,vicios
2367,victimizar,0,victimiz
2368,vileza,0,vilez
2369,villano,0,villan
2370,vilmente,0,vilment
2371,velloso,0,vellos
2372,espíritu,0,espiritu
2373,violador,0,violador
2374,violento,0,violent
2375,víbora,0,vibor
2376,virulencia,0,virulent
2377,virus,0,virus
2378,vociferante,0,vocifer
2379,volátil,0,volatil
2380,vulnerable,0,vulner
2381,estrafalario,0,estrafalari
2382,revolcarse,0,revolc
2383,menguante,0,menguant
2384,cautela,0,cautel
2385,prevenido,0,preven
2386,advertencia,0,advertent
2387,residuos,0,residu
2388,despilfarro,0,despilfarr
2389,diluir,0,dilu
2390,cansancio,0,cansanci
2391,cuña,0,cuñ
2392,hierba,0,hierb
2393,engatusar,0,engatus
2394,gimoteo,0,gimote
2395,látigos,0,latig
2396,malvado,0,malv
2397,debilucho,0,debiluch
2398,tambaleó,0,tambale
2399,mujeriego,0,mujerieg
2400,peor,0,peor
2401,empeorar,0,empeor
2402,valor,0,valor
2403,reñir,0,reñ
2404,desdichado,0,desdich
2405,frotar,0,frot
2406,forjado,0,forj
2407,bostezo,0,bostez
2408,zombi,0,zombi
